Contract A,Contract B,Similarity
UniversalRouter_0x66a9.sol,ERC1967Proxy_0xb2ec.sol,90.49
AccountantWithRateProviders_0x78e3.sol,Bridgers_0xb685.sol,90.49
TransparentUpgradeableProxy_0x6c96.sol,Ondo_0xfaba.sol,90.48
FluidLiteVaultProxy_0x273d.sol,MasterChefV3_0x556b.sol,90.48
Predicter_0x71b7.sol,SwapRouter02_0x68b3.sol,90.48
ERC1967Proxy_0x09c3.sol,OffRamp_0x26d3.sol,90.48
MAKA_0x9ff7.sol,SablierLockup_0xcf8c.sol,90.47
Proxy_0x6daf.sol,MultiBankGroup_0x45e0.sol,90.46
UniversalRouter_0x66a9.sol,ERC1967Proxy_0x604d.sol,90.46
ERC20Proxy_0x3335.sol,Ondo_0xfaba.sol,90.46
Proxy_0x6a41.sol,MultiBankGroup_0x45e0.sol,90.46
Proxy_0x8769.sol,MultiBankGroup_0x45e0.sol,90.46
ERC1967Proxy_0x626f.sol,TransparentUpgradeableProxy_0x1a88.sol,90.45
DVN_0x589d.sol,InterchainToken_0x516d.sol,90.45
DelegationManager_0xdb9b.sol,RelayDepository_0x4cd0.sol,90.44
Ondo_0xfaba.sol,DelegationManager_0xdb9b.sol,90.44
SablierLockup_0xcf8c.sol,VaultProxy_0x0e60.sol,90.43
MAKA_0x9ff7.sol,RelayDepository_0x4cd0.sol,90.42
GravityTokenG_0x9c7b.sol,CentralizedOracle_0x8681.sol,90.42
InterchainToken_0x516d.sol,ENSToken_0xc183.sol,90.41
ERC1967Proxy_0xf4e1.sol,SwapRouter02_0x68b3.sol,90.41
SablierLockup_0xcf8c.sol,TransparentUpgradeableProxy_0x1c47.sol,90.4
TransparentUpgradeableProxy_0x2e51.sol,Ondo_0xfaba.sol,90.39
ENA_0x57e1.sol,InterchainToken_0x516d.sol,90.39
Ondo_0xfaba.sol,ERC1967Proxy_0xb2ec.sol,90.39
CentralizedOracle_0x8681.sol,VirtualToken_0x44ff.sol,90.39
EntryPoint_0x4337.sol,RelayDepository_0x4cd0.sol,90.38
BeefyZapRouter_0x5cc9.sol,Ondo_0xfaba.sol,90.38
Proxy_0x4731.sol,MetaBridge_0x0439.sol,90.38
Mint_0xba19.sol,Proxy_0x4731.sol,90.38
MetaBridge_0x0439.sol,RelayDepository_0x4cd0.sol,90.38
Rebalance_0x0ccb.sol,MasterChefV3_0x556b.sol,90.37
Proxy_0x4731.sol,GamerCoin_0x728f.sol,90.37
Proxy_0x8cd8.sol,PushOracleReceiverV2_0xce52.sol,90.36
SablierLockup_0xcf8c.sol,ForwarderV4_0xb115.sol,90.36
NonfungiblePositionManager_0xc364.sol,AugustusV6_0x6a00.sol,90.36
Ondo_0xfaba.sol,ForwarderV4_0xb115.sol,90.36
PushOracleReceiverV2_0xce52.sol,TransparentUpgradeableProxy_0x4867.sol,90.35
TransparentUpgradeableProxy_0x2e51.sol,SablierLockup_0xcf8c.sol,90.35
ERC1967Proxy_0x09c3.sol,MasterChefV3_0x556b.sol,90.34
PushOracleReceiverV2_0xce52.sol,OffRamp_0x26d3.sol,90.34
ZKPToken_0xe1be.sol,ReceiveUln302_0xc02a.sol,90.34
AccountantWithRateProviders_0x78e3.sol,OffRamp_0x26d3.sol,90.33
ERC1967Proxy_0xebf6.sol,SablierLockup_0xcf8c.sol,90.33
ERC1967Proxy_0xee7a.sol,SablierLockup_0xcf8c.sol,90.33
SablierLockup_0xcf8c.sol,ERC1967Proxy_0x445f.sol,90.33
PlasmaVault_0x43ee.sol,Proxy_0x4731.sol,90.33
Proxy_0x8cd8.sol,UniversalRouter_0x66a9.sol,90.31
TransparentUpgradeableProxy_0x6c96.sol,SablierLockup_0xcf8c.sol,90.31
ERC1967Proxy_0x626f.sol,ERC1967Proxy_0x604d.sol,90.31
ERC1967Proxy_0xb773.sol,UniversalRouter_0x66a9.sol,90.31
OffRamp_0x26d3.sol,Predicter_0x71b7.sol,90.31
SablierLockup_0xcf8c.sol,PENDLE_0x8085.sol,90.3
WFCAToken_0xae45.sol,RaveToken_0x1720.sol,90.3
DexRouter_0x5e1f.sol,SwapRouter02_0x68b3.sol,90.3
ERC1967Proxy_0x626f.sol,TransparentUpgradeableProxy_0x1c47.sol,90.3
InterchainToken_0x516d.sol,UltimateTokenOwnable_0x464d.sol,90.3
Rebalance_0x0ccb.sol,SwapRouter02_0x68b3.sol,90.29
AccountantWithRateProviders_0x78e3.sol,PushOracleReceiverV2_0xce52.sol,90.29
Proxy_0x8769.sol,Solver_0xae68.sol,90.29
Solver_0xae68.sol,Proxy_0x6a41.sol,90.29
Proxy_0x6daf.sol,Solver_0xae68.sol,90.29
WFCAToken_0xae45.sol,Forwarder_0x6d5d.sol,90.28
DexRouter_0x5e1f.sol,OFTToken_0x84ea.sol,90.27
SablierLockup_0xcf8c.sol,ERC1967Proxy_0x604d.sol,90.27
TransparentUpgradeableProxy_0x1a88.sol,RelayDepository_0x4cd0.sol,90.26
TransparentUpgradeableProxy_0x3d90.sol,RelayDepository_0x4cd0.sol,90.26
SablierLockup_0xcf8c.sol,TransparentUpgradeableProxy_0x6874.sol,90.26
Proxy_0x6daf.sol,SwapRouter02_0x68b3.sol,90.26
Proxy_0x6a41.sol,SwapRouter02_0x68b3.sol,90.26
Proxy_0x8769.sol,SwapRouter02_0x68b3.sol,90.26
TransparentUpgradeableProxy_0xda9c.sol,Ondo_0xfaba.sol,90.25
ERC1967Proxy_0x5c7b.sol,Ondo_0xfaba.sol,90.25
Proxy_0x6daf.sol,GPv2Settlement_0x9008.sol,90.25
Proxy_0x8769.sol,GPv2Settlement_0x9008.sol,90.25
Proxy_0x6a41.sol,GPv2Settlement_0x9008.sol,90.25
Forwarder_0x6d5d.sol,GlideDepositFactory_0x442b.sol,90.25
TransparentUpgradeableProxy_0x7623.sol,Ondo_0xfaba.sol,90.25
TransparentUpgradeableProxy_0x2ddd.sol,Ondo_0xfaba.sol,90.25
OFTToken_0x84ea.sol,GlideDepositFactory_0x442b.sol,90.24
DexRouter_0x5e1f.sol,SablierLockup_0xcf8c.sol,90.24
MasterChefV3_0x556b.sol,GPv2Settlement_0x9008.sol,90.23
Bridgers_0xb685.sol,Solver_0xae68.sol,90.23
FluidLiteVaultProxy_0x273d.sol,PushOracleReceiverV2_0xce52.sol,90.23
WLD_0x163f.sol,SablierLockup_0xcf8c.sol,90.23
DexRouter_0x5e1f.sol,PushOracleReceiverV2_0xce52.sol,90.23
ERC1967Proxy_0x0d9a.sol,ERC1967Proxy_0x626f.sol,90.22
ERC1967Proxy_0xe343.sol,ERC1967Proxy_0x626f.sol,90.22
InterchainToken_0x516d.sol,WLD_0x163f.sol,90.22
Proxy_0x8cd8.sol,AugustusV6_0x6a00.sol,90.22
ERC1967Proxy_0x626f.sol,TransparentUpgradeableProxy_0x5aea.sol,90.22
ERC1967Proxy_0x626f.sol,TransparentUpgradeableProxy_0xd72a.sol,90.22
ERC1967Proxy_0x626f.sol,TransparentUpgradeableProxy_0xbca3.sol,90.22
Predicter_0x71b7.sol,UniversalRouter_0x66a9.sol,90.22
ERC1967Proxy_0xf4e1.sol,PendleRouterV4_0x8888.sol,90.21
Forwarder_0x6d5d.sol,Proxy_0x6a41.sol,90.2
Transfers_0x1fa5.sol,RelayDepository_0x4cd0.sol,90.2
Proxy_0x8769.sol,Forwarder_0x6d5d.sol,90.2
Proxy_0x6daf.sol,Forwarder_0x6d5d.sol,90.2
ERC1967Proxy_0xebf6.sol,RelayDepository_0x4cd0.sol,90.19
RelayDepository_0x4cd0.sol,ERC1967Proxy_0x445f.sol,90.19
ERC1967Proxy_0xee7a.sol,RelayDepository_0x4cd0.sol,90.19
Bridgers_0xb685.sol,GPv2Settlement_0x9008.sol,90.19
MAKA_0x9ff7.sol,CentralizedOracle_0x8681.sol,90.18
OFTToken_0x84ea.sol,MasterChefV3_0x556b.sol,90.18
AccountantWithRateProviders_0x78e3.sol,UniversalRouter_0x66a9.sol,90.18
SablierLockup_0xcf8c.sol,ERC1967Proxy_0xb2ec.sol,90.17
WLD_0x163f.sol,CentralizedOracle_0x8681.sol,90.17
MetaBridge_0x0439.sol,CentralizedOracle_0x8681.sol,90.16
ERC1967Proxy_0xb773.sol,Ondo_0xfaba.sol,90.16
ERC1967Proxy_0xf4e1.sol,UniversalRouter_0x66a9.sol,90.16
Permit2Proxy_0x89c6.sol,CentralizedOracle_0x8681.sol,90.16
NonfungiblePositionManager_0xc364.sol,SablierLockup_0xcf8c.sol,90.14
ERC1967Proxy_0x626f.sol,TransparentUpgradeableProxy_0x6c96.sol,90.14
Proxy_0x4731.sol,PeerToken_0x87ac.sol,90.13
TransparentUpgradeableProxy_0xda9c.sol,SablierLockup_0xcf8c.sol,90.13
TransparentUpgradeableProxy_0x7623.sol,SablierLockup_0xcf8c.sol,90.13
TransparentUpgradeableProxy_0x2ddd.sol,SablierLockup_0xcf8c.sol,90.13
FluidLiteVaultProxy_0x273d.sol,AugustusV6_0x6a00.sol,90.13
Ondo_0xfaba.sol,VaultProxy_0x0e60.sol,90.13
ERC1967Proxy_0x5c7b.sol,SablierLockup_0xcf8c.sol,90.13
FluidLiteVaultProxy_0x273d.sol,RelayDepository_0x4cd0.sol,90.13
InterchainToken_0x516d.sol,ShiroToken_0xb0ac.sol,90.12
InterchainToken_0x516d.sol,MultiBankGroup_0x45e0.sol,90.11
TransparentUpgradeableProxy_0xd72a.sol,RelayDepository_0x4cd0.sol,90.11
TransparentUpgradeableProxy_0xbca3.sol,RelayDepository_0x4cd0.sol,90.11
ERC1967Proxy_0x0d9a.sol,RelayDepository_0x4cd0.sol,90.11
TransparentUpgradeableProxy_0x5aea.sol,RelayDepository_0x4cd0.sol,90.11
ERC1967Proxy_0xe343.sol,RelayDepository_0x4cd0.sol,90.11
WFCAToken_0xae45.sol,InterchainToken_0x516d.sol,90.1
CentralizedOracle_0x8681.sol,ENSToken_0xc183.sol,90.1
TransparentUpgradeableProxy_0x4867.sol,UniversalRouter_0x66a9.sol,90.09
ERC1967Proxy_0xb2ec.sol,RelayDepository_0x4cd0.sol,90.09
RaveToken_0x1720.sol,DexRouter_0x5e1f.sol,90.08
TransparentUpgradeableProxy_0x2e51.sol,RelayDepository_0x4cd0.sol,90.07
ERC1967Proxy_0x423d.sol,CentralizedOracle_0x8681.sol,90.07
FluidLiteVaultProxy_0x273d.sol,Proxy_0x4731.sol,90.06
TransparentUpgradeableProxy_0xf668.sol,CentralizedOracle_0x8681.sol,90.05
AggregationRouterV6_0x1111.sol,SablierLockup_0xcf8c.sol,90.04
AdminUpgradeabilityProxy_0x2a3b.sol,Ondo_0xfaba.sol,90.04
RaveToken_0x1720.sol,GlideDepositFactory_0x442b.sol,90.04
GaugeCL_0x8ca1.sol,UniversalRouter_0x66a9.sol,90.03
Proxy_0x6daf.sol,GlideDepositFactory_0x442b.sol,90.03
Proxy_0x8769.sol,GlideDepositFactory_0x442b.sol,90.03
VaultProxy_0x0e60.sol,RelayDepository_0x4cd0.sol,90.03
Ondo_0xfaba.sol,TransparentUpgradeableProxy_0xf668.sol,90.03
Transfers_0x1fa5.sol,Ondo_0xfaba.sol,90.03
Proxy_0x6a41.sol,GlideDepositFactory_0x442b.sol,90.03
DexRouter_0x5e1f.sol,OffRamp_0x26d3.sol,90.02
ERC1967Proxy_0x604d.sol,RelayDepository_0x4cd0.sol,90.02
ZKPToken_0xe1be.sol,CentralizedOracle_0x8681.sol,90.02
ERC1967Proxy_0x09c3.sol,PushOracleReceiverV2_0xce52.sol,90.02
Proxy_0x8769.sol,AugustusV6_0x6a00.sol,90.0
Proxy_0x6a41.sol,AugustusV6_0x6a00.sol,90.0
Proxy_0x6daf.sol,AugustusV6_0x6a00.sol,90.0
Predicter_0x71b7.sol,AugustusV6_0x6a00.sol,89.99
RaveToken_0x1720.sol,MasterChefV3_0x556b.sol,89.99
ERC1967Proxy_0x423d.sol,Ondo_0xfaba.sol,89.99
ZKPToken_0xe1be.sol,InterchainToken_0x516d.sol,89.99
VirtualToken_0x44ff.sol,RelayDepository_0x4cd0.sol,89.98
SablierLockup_0xcf8c.sol,MultiBankGroup_0x45e0.sol,89.98
TransparentUpgradeableProxy_0x1c47.sol,RelayDepository_0x4cd0.sol,89.98
CentralizedOracle_0x8681.sol,ForwarderV4_0xb115.sol,89.98
Rebalance_0x0ccb.sol,AugustusV6_0x6a00.sol,89.97
BeefyZapRouter_0x5cc9.sol,Proxy_0x4731.sol,89.97
Rebalance_0x0ccb.sol,PushOracleReceiverV2_0xce52.sol,89.96
Proxy_0x4731.sol,SaharaToken_0xfdff.sol,89.96
ERC1967Proxy_0x09c3.sol,Proxy_0x4731.sol,89.96
ERC1967Proxy_0xf4e1.sol,SablierLockup_0xcf8c.sol,89.94
ERC1967Proxy_0xb773.sol,SablierLockup_0xcf8c.sol,89.94
InterchainToken_0x516d.sol,MetaBridge_0x0439.sol,89.93
SeaDrop_0x0000.sol,Ondo_0xfaba.sol,89.93
TransparentUpgradeableProxy_0xf668.sol,RelayDepository_0x4cd0.sol,89.93
Proxy_0x4731.sol,ShiroToken_0xb0ac.sol,89.92
ERC1967Proxy_0x423d.sol,RelayDepository_0x4cd0.sol,89.92
WFCAToken_0xae45.sol,MasterChefV3_0x556b.sol,89.92
LidoExecutionLayerRewardsVault_0x388c.sol,RelayDepository_0x4cd0.sol,89.92
ERC1967Proxy_0x0d9a.sol,CentralizedOracle_0x8681.sol,89.91
ERC1967Proxy_0xe343.sol,CentralizedOracle_0x8681.sol,89.91
TransparentUpgradeableProxy_0x5aea.sol,CentralizedOracle_0x8681.sol,89.91
CentralizedOracle_0x8681.sol,TransparentUpgradeableProxy_0xbca3.sol,89.91
TransparentUpgradeableProxy_0xd72a.sol,CentralizedOracle_0x8681.sol,89.91
Proxy_0x8769.sol,Predicter_0x71b7.sol,89.9
FluidLiteVaultProxy_0x273d.sol,SwapRouter02_0x68b3.sol,89.9
Proxy_0x6daf.sol,Predicter_0x71b7.sol,89.9
Proxy_0x6a41.sol,Predicter_0x71b7.sol,89.9
Proxy_0x4731.sol,DelegationManager_0xdb9b.sol,89.89
PeerToken_0x87ac.sol,YBToken_0x0179.sol,89.88
OffRamp_0x26d3.sol,GlideDepositFactory_0x442b.sol,89.88
Proxy_0x8cd8.sol,GaugeCL_0x8ca1.sol,89.88
TransparentUpgradeableProxy_0x6c96.sol,RelayDepository_0x4cd0.sol,89.88
Proxy_0x8cd8.sol,Ondo_0xfaba.sol,89.88
PlasmaVault_0x43ee.sol,InterchainToken_0x516d.sol,89.87
PlasmaVault_0x43ee.sol,RelayDepository_0x4cd0.sol,89.87
TransparentUpgradeableProxy_0x4867.sol,AugustusV6_0x6a00.sol,89.87
ERC1967Proxy_0x09c3.sol,AugustusV6_0x6a00.sol,89.87
KangaMoonToken_0xb1c9.sol,TetherUSD_0x584e.sol,89.87
ERC1967Proxy_0xb773.sol,RelayDepository_0x4cd0.sol,89.87
Proxy_0x4731.sol,DVN_0x589d.sol,89.87
DexRouter_0x5e1f.sol,Ondo_0xfaba.sol,89.86
Solver_0xae68.sol,Ondo_0xfaba.sol,89.86
AdminUpgradeabilityProxy_0x2a3b.sol,SablierLockup_0xcf8c.sol,89.86
ERC1967Proxy_0x626f.sol,TransparentUpgradeableProxy_0x6874.sol,89.85
Mint_0xba19.sol,YBToken_0x0179.sol,89.85
AugustusV6_0x6a00.sol,SwapRouter02_0x68b3.sol,89.84
TransparentUpgradeableProxy_0x6874.sol,RelayDepository_0x4cd0.sol,89.84
AccountantWithRateProviders_0x78e3.sol,Ondo_0xfaba.sol,89.83
CCTPv2WithExecutor_0xdd68.sol,Ondo_0xfaba.sol,89.83
ERC1967Proxy_0x626f.sol,TransparentUpgradeableProxy_0xda9c.sol,89.82
WLD_0x163f.sol,RelayDepository_0x4cd0.sol,89.82
ERC1967Proxy_0x626f.sol,TransparentUpgradeableProxy_0x7623.sol,89.82
ERC1967Proxy_0x626f.sol,ERC1967Proxy_0x5c7b.sol,89.82
ERC1967Proxy_0x626f.sol,TransparentUpgradeableProxy_0x2ddd.sol,89.82
MAKA_0x9ff7.sol,Proxy_0x4731.sol,89.82
PushOracleReceiverV2_0xce52.sol,Predicter_0x71b7.sol,89.81
CumulativeMerkleDrop_0x1300.sol,YBToken_0x0179.sol,89.8
MAKA_0x9ff7.sol,YBToken_0x0179.sol,89.8
CCTPv2WithExecutor_0xdd68.sol,SablierLockup_0xcf8c.sol,89.77
DexRouter_0x5e1f.sol,UniversalRouter_0x66a9.sol,89.76
Rebalance_0x0ccb.sol,UniversalRouter_0x66a9.sol,89.76
Proxy_0x4731.sol,EntryPoint_0x4337.sol,89.74
PlasmaVault_0x43ee.sol,CentralizedOracle_0x8681.sol,89.74
TransitSwapRouterV5_0x0796.sol,ShiroToken_0xb0ac.sol,89.73
WFCAToken_0xae45.sol,Proxy_0x8769.sol,89.72
WFCAToken_0xae45.sol,Proxy_0x6daf.sol,89.72
PendleRouterV4_0x8888.sol,CustodialWalletFactoryV2_0x5b61.sol,89.72
WFCAToken_0xae45.sol,Proxy_0x6a41.sol,89.72
ERC1967Proxy_0xf4e1.sol,CentralizedOracle_0x8681.sol,89.72
InterchainToken_0x516d.sol,LidoExecutionLayerRewardsVault_0x388c.sol,89.71
ShiroToken_0xb0ac.sol,CentralizedOracle_0x8681.sol,89.71
Solver_0xae68.sol,SablierLockup_0xcf8c.sol,89.71
Proxy_0x8769.sol,Bridgers_0xb685.sol,89.7
Proxy_0x6daf.sol,Bridgers_0xb685.sol,89.7
Bridgers_0xb685.sol,Proxy_0x6a41.sol,89.7
PlasmaVault_0xc50b.sol,Proxy_0x4731.sol,89.7
Forwarder_0x6d5d.sol,AugustusV6_0x6a00.sol,89.69
ERC1967Proxy_0x09c3.sol,PendleRouterV4_0x8888.sol,89.69
CentralizedOracle_0x8681.sol,GamerCoin_0x728f.sol,89.68
ERC1967Proxy_0xf4e1.sol,Ondo_0xfaba.sol,89.68
ERC1967Proxy_0xf4e1.sol,RelayDepository_0x4cd0.sol,89.68
Proxy_0x4731.sol,WLD_0x163f.sol,89.67
Proxy_0x4731.sol,VirtualToken_0x44ff.sol,89.67
ENA_0x57e1.sol,PendleRouterV4_0x8888.sol,89.67
PushOracleReceiverV2_0xce52.sol,GlideDepositFactory_0x442b.sol,89.66
MultiBankGroup_0x45e0.sol,RelayDepository_0x4cd0.sol,89.66
ERC1967Proxy_0x09c3.sol,SwapRouter02_0x68b3.sol,89.65
OFTToken_0x84ea.sol,ReceiveUln302_0xc02a.sol,89.65
WFCAToken_0xae45.sol,SwapRouter02_0x68b3.sol,89.64
FluidLiteVaultProxy_0x273d.sol,UniversalRouter_0x66a9.sol,89.64
ERC1967Proxy_0x5c7b.sol,RelayDepository_0x4cd0.sol,89.63
SaharaToken_0xfdff.sol,YBToken_0x0179.sol,89.63
TransparentUpgradeableProxy_0xda9c.sol,RelayDepository_0x4cd0.sol,89.63
PushOracleReceiverV2_0xce52.sol,UniversalRouter_0x66a9.sol,89.63
TransparentUpgradeableProxy_0x7623.sol,RelayDepository_0x4cd0.sol,89.63
Mint_0xba19.sol,InterchainToken_0x516d.sol,89.63
WFCAToken_0xae45.sol,OffRamp_0x26d3.sol,89.63
TransparentUpgradeableProxy_0x2ddd.sol,RelayDepository_0x4cd0.sol,89.63
Bridgers_0xb685.sol,GlideDepositFactory_0x442b.sol,89.61
TransparentUpgradeableProxy_0x2e51.sol,CentralizedOracle_0x8681.sol,89.6
Bridgers_0xb685.sol,Forwarder_0x6d5d.sol,89.6
PendleRouterV4_0x8888.sol,OperatorRewarder_0x6613.sol,89.58
AdminUpgradeabilityProxy_0x2a3b.sol,RelayDepository_0x4cd0.sol,89.58
Proxy_0x4731.sol,ERC20Proxy_0x3335.sol,89.57
MetaSwap_0x881d.sol,Bridgers_0xb685.sol,89.55
ERC1967Proxy_0xb773.sol,CentralizedOracle_0x8681.sol,89.55
MasterChefV3_0x556b.sol,GlideDepositFactory_0x442b.sol,89.55
PlasmaVault_0xc50b.sol,RelayDepository_0x4cd0.sol,89.54
LidoExecutionLayerRewardsVault_0x388c.sol,CentralizedOracle_0x8681.sol,89.54
YBToken_0x0179.sol,CustodialWalletFactoryV2_0x5b61.sol,89.54
TransparentUpgradeableProxy_0x6874.sol,CentralizedOracle_0x8681.sol,89.54
DVN_0x589d.sol,CentralizedOracle_0x8681.sol,89.53
ERC1967Proxy_0x09c3.sol,UniversalRouter_0x66a9.sol,89.53
PushOracleReceiverV2_0xce52.sol,SwapRouter02_0x68b3.sol,89.53
PENDLE_0x8085.sol,RelayDepository_0x4cd0.sol,89.52
CentralizedOracle_0x8681.sol,ERC1967Proxy_0xb2ec.sol,89.51
SablierLockup_0xcf8c.sol,GPv2Settlement_0x9008.sol,89.51
Proxy_0x4731.sol,LidoExecutionLayerRewardsVault_0x388c.sol,89.51
Proxy_0x8cd8.sol,RelayDepository_0x4cd0.sol,89.51
FluidLiteVaultProxy_0x273d.sol,SablierLockup_0xcf8c.sol,89.5
AccountantWithRateProviders_0x78e3.sol,RelayDepository_0x4cd0.sol,89.49
AugustusV6_0x6a00.sol,UniversalRouter_0x66a9.sol,89.49
Bridgers_0xb685.sol,OFTToken_0x84ea.sol,89.49
YBToken_0x0179.sol,GamerCoin_0x728f.sol,89.49
SeaDrop_0x0000.sol,RelayDepository_0x4cd0.sol,89.49
OffRamp_0x26d3.sol,Proxy_0x6a41.sol,89.47
Proxy_0x6daf.sol,OffRamp_0x26d3.sol,89.47
Proxy_0x8769.sol,OffRamp_0x26d3.sol,89.47
BeefyZapRouter_0x5cc9.sol,InterchainToken_0x516d.sol,89.47
OffRamp_0x26d3.sol,MasterChefV3_0x556b.sol,89.47
CumulativeMerkleDrop_0x1300.sol,PendleRouterV4_0x8888.sol,89.47
UniversalRouter_0x66a9.sol,GlideDepositFactory_0x442b.sol,89.47
PepeToken_0x6982.sol,KangaMoonToken_0xb1c9.sol,89.47
PendleRouterV4_0x8888.sol,MetaBridge_0x0439.sol,89.46
Bridgers_0xb685.sol,MasterChefV3_0x556b.sol,89.46
Bridgers_0xb685.sol,SwapRouter02_0x68b3.sol,89.45
YBToken_0x0179.sol,VirtualToken_0x44ff.sol,89.45
ENA_0x57e1.sol,ReceiveUln302_0xc02a.sol,89.45
CCTPv2WithExecutor_0xdd68.sol,RelayDepository_0x4cd0.sol,89.45
Proxy_0x8cd8.sol,SablierLockup_0xcf8c.sol,89.44
ReceiveUln302_0xc02a.sol,OperatorRewarder_0x6613.sol,89.43
SablierLockup_0xcf8c.sol,TransparentUpgradeableProxy_0x4867.sol,89.43
CentralizedOracle_0x8681.sol,VaultProxy_0x0e60.sol,89.43
InterchainToken_0x516d.sol,PENDLE_0x8085.sol,89.42
PendleRouterV4_0x8888.sol,UltimateTokenOwnable_0x464d.sol,89.42
TransparentUpgradeableProxy_0x1a88.sol,CentralizedOracle_0x8681.sol,89.41
TransparentUpgradeableProxy_0x2ddd.sol,CentralizedOracle_0x8681.sol,89.39
FluidLiteVaultProxy_0x273d.sol,PendleRouterV4_0x8888.sol,89.39
CentralizedOracle_0x8681.sol,TransparentUpgradeableProxy_0x3d90.sol,89.39
Predicter_0x71b7.sol,RelayDepository_0x4cd0.sol,89.39
Proxy_0x4731.sol,ForwarderV4_0xb115.sol,89.39
TransparentUpgradeableProxy_0x7623.sol,CentralizedOracle_0x8681.sol,89.39
ERC1967Proxy_0x5c7b.sol,CentralizedOracle_0x8681.sol,89.39
TransparentUpgradeableProxy_0xda9c.sol,CentralizedOracle_0x8681.sol,89.39
WLD_0x163f.sol,YBToken_0x0179.sol,89.37
RaveToken_0x1720.sol,ReceiveUln302_0xc02a.sol,89.37
Ondo_0xfaba.sol,TransparentUpgradeableProxy_0x4867.sol,89.36
AggregationRouterV6_0x1111.sol,Ondo_0xfaba.sol,89.36
SwapRouter02_0x68b3.sol,GlideDepositFactory_0x442b.sol,89.35
ForwarderV4_0xb115.sol,RelayDepository_0x4cd0.sol,89.35
UltimateTokenOwnable_0x464d.sol,YBToken_0x0179.sol,89.35
PlasmaVault_0x43ee.sol,YBToken_0x0179.sol,89.35
GaugeCL_0x8ca1.sol,Bridgers_0xb685.sol,89.34
Mint_0xba19.sol,ReceiveUln302_0xc02a.sol,89.33
OFTToken_0x84ea.sol,Proxy_0x6a41.sol,89.3
Proxy_0x6daf.sol,OFTToken_0x84ea.sol,89.3
Proxy_0x8769.sol,OFTToken_0x84ea.sol,89.3
Forwarder_0x6d5d.sol,SablierLockup_0xcf8c.sol,89.3
SablierLockup_0xcf8c.sol,SwapRouter02_0x68b3.sol,89.3
RaveToken_0x1720.sol,Bridgers_0xb685.sol,89.29
Transfers_0x1fa5.sol,YBToken_0x0179.sol,89.28
AdminUpgradeabilityProxy_0x2a3b.sol,InterchainToken_0x516d.sol,89.28
OFTToken_0x84ea.sol,AugustusV6_0x6a00.sol,89.27
GPv2Settlement_0x9008.sol,RelayDepository_0x4cd0.sol,89.27
Proxy_0x6a41.sol,UniversalRouter_0x66a9.sol,89.27
Proxy_0x6daf.sol,UniversalRouter_0x66a9.sol,89.27
Proxy_0x8769.sol,UniversalRouter_0x66a9.sol,89.27
TransparentUpgradeableProxy_0x1c47.sol,CentralizedOracle_0x8681.sol,89.26
ConvexToken_0x4e3f.sol,BounceAuctionToken_0xa9b1.sol,89.25
InterchainToken_0x516d.sol,TransparentUpgradeableProxy_0x5aea.sol,89.24
ERC1967Proxy_0xe343.sol,InterchainToken_0x516d.sol,89.24
InterchainToken_0x516d.sol,TransparentUpgradeableProxy_0xbca3.sol,89.24
InterchainToken_0x516d.sol,TransparentUpgradeableProxy_0xd72a.sol,89.24
ERC1967Proxy_0x0d9a.sol,InterchainToken_0x516d.sol,89.24
Proxy_0x4731.sol,GPv2Settlement_0x9008.sol,89.24
ShiroToken_0xb0ac.sol,PendleRouterV4_0x8888.sol,89.23
Transfers_0x1fa5.sol,Proxy_0x4731.sol,89.23
ERC1967Proxy_0x09c3.sol,CentralizedOracle_0x8681.sol,89.22
DelegationManager_0xdb9b.sol,YBToken_0x0179.sol,89.22
CumulativeMerkleDrop_0x1300.sol,FulfillHelper_0xbc06.sol,89.22
Ondo_0xfaba.sol,Predicter_0x71b7.sol,89.21
InterchainToken_0x516d.sol,ForwarderV4_0xb115.sol,89.2
ERC1967Proxy_0xebf6.sol,CentralizedOracle_0x8681.sol,89.19
PeerToken_0x87ac.sol,CentralizedOracle_0x8681.sol,89.19
ERC1967Proxy_0xee7a.sol,CentralizedOracle_0x8681.sol,89.19
SablierLockup_0xcf8c.sol,Predicter_0x71b7.sol,89.19
CentralizedOracle_0x8681.sol,ERC1967Proxy_0x445f.sol,89.19
ERC1967Proxy_0x626f.sol,CustodialWalletFactoryV2_0x5b61.sol,89.18
InterchainToken_0x516d.sol,TransparentUpgradeableProxy_0xf668.sol,89.17
Transfers_0x1fa5.sol,InterchainToken_0x516d.sol,89.17
Proxy_0x4731.sol,CCTPv2WithExecutor_0xdd68.sol,89.16
RaveToken_0x1720.sol,Proxy_0x8769.sol,89.16
RaveToken_0x1720.sol,Proxy_0x6daf.sol,89.16
RaveToken_0x1720.sol,Proxy_0x6a41.sol,89.16
InterchainToken_0x516d.sol,ERC1967Proxy_0x423d.sol,89.15
OffRamp_0x26d3.sol,AugustusV6_0x6a00.sol,89.15
TransparentUpgradeableProxy_0x6c96.sol,CentralizedOracle_0x8681.sol,89.15
PendleRouterV4_0x8888.sol,ENSToken_0xc183.sol,89.15
Proxy_0x4731.sol,SeaDrop_0x0000.sol,89.15
Permit2Proxy_0x89c6.sol,PendleRouterV4_0x8888.sol,89.14
ERC1967Proxy_0x09c3.sol,SablierLockup_0xcf8c.sol,89.14
