Contract A,Contract B,Similarity
Solver_0xae68.sol,AugustusV6_0x6a00.sol,91.33
WFCAToken_0xae45.sol,TransparentUpgradeableProxy_0x4867.sol,91.33
Ondo_0xfaba.sol,UltimateTokenOwnable_0x464d.sol,91.33
MultiBankGroup_0x45e0.sol,UniversalRouter_0x66a9.sol,91.33
ERC20Proxy_0x3335.sol,PushOracleReceiverV2_0xce52.sol,91.32
ERC1967Proxy_0xee7a.sol,PushOracleReceiverV2_0xce52.sol,91.32
Proxy_0x8cd8.sol,Proxy_0x8769.sol,91.32
Proxy_0x8cd8.sol,Proxy_0x6a41.sol,91.32
DVN_0x589d.sol,SablierLockup_0xcf8c.sol,91.32
Proxy_0x8cd8.sol,Proxy_0x6daf.sol,91.32
PushOracleReceiverV2_0xce52.sol,ERC1967Proxy_0x445f.sol,91.32
PushOracleReceiverV2_0xce52.sol,ERC1967Proxy_0xebf6.sol,91.32
Proxy_0x4731.sol,ERC1967Proxy_0xee7a.sol,91.31
Proxy_0x4731.sol,ERC1967Proxy_0x445f.sol,91.31
Proxy_0x4731.sol,ERC1967Proxy_0xebf6.sol,91.31
AccountantWithRateProviders_0x78e3.sol,AugustusV6_0x6a00.sol,91.31
SeaDrop_0x0000.sol,Proxy_0x6a41.sol,91.3
Proxy_0x8769.sol,SeaDrop_0x0000.sol,91.3
ERC1967Proxy_0xb773.sol,OffRamp_0x26d3.sol,91.3
CCTPv2WithExecutor_0xdd68.sol,Bridgers_0xb685.sol,91.3
Proxy_0x6daf.sol,SeaDrop_0x0000.sol,91.3
FluidLiteVaultProxy_0x273d.sol,RaveToken_0x1720.sol,91.3
DelegationManager_0xdb9b.sol,AugustusV6_0x6a00.sol,91.3
OffRamp_0x26d3.sol,PENDLE_0x8085.sol,91.29
LidoExecutionLayerRewardsVault_0x388c.sol,UniversalRouter_0x66a9.sol,91.29
DelegationManager_0xdb9b.sol,SwapRouter02_0x68b3.sol,91.29
PushOracleReceiverV2_0xce52.sol,MultiBankGroup_0x45e0.sol,91.29
OffRamp_0x26d3.sol,WLD_0x163f.sol,91.29
EntryPoint_0x4337.sol,MasterChefV3_0x556b.sol,91.29
Predicter_0x71b7.sol,GPv2Settlement_0x9008.sol,91.29
AdminUpgradeabilityProxy_0x2a3b.sol,SwapRouter02_0x68b3.sol,91.29
Forwarder_0x6d5d.sol,UniversalRouter_0x66a9.sol,91.28
ERC1967Proxy_0x09c3.sol,NonfungiblePositionManager_0xc364.sol,91.28
PendleRouterV4_0x8888.sol,TransparentUpgradeableProxy_0x6874.sol,91.28
ERC1967Proxy_0x09c3.sol,OFTToken_0x84ea.sol,91.28
MAKA_0x9ff7.sol,Proxy_0x8769.sol,91.27
PushOracleReceiverV2_0xce52.sol,ERC1967Proxy_0x423d.sol,91.27
Transfers_0x1fa5.sol,AugustusV6_0x6a00.sol,91.27
MAKA_0x9ff7.sol,Proxy_0x6a41.sol,91.27
MAKA_0x9ff7.sol,Proxy_0x6daf.sol,91.27
PlasmaVault_0xc50b.sol,AugustusV6_0x6a00.sol,91.27
Proxy_0x6a41.sol,VirtualToken_0x44ff.sol,91.26
Proxy_0x8769.sol,VirtualToken_0x44ff.sol,91.26
ZKPToken_0xe1be.sol,RelayDepository_0x4cd0.sol,91.26
WFCAToken_0xae45.sol,SeaDrop_0x0000.sol,91.26
PushOracleReceiverV2_0xce52.sol,VirtualToken_0x44ff.sol,91.26
Proxy_0x6daf.sol,VirtualToken_0x44ff.sol,91.26
PushOracleReceiverV2_0xce52.sol,TransparentUpgradeableProxy_0xf668.sol,91.26
BounceAuctionToken_0xa9b1.sol,TokenMintERC20Token_0x95ad.sol,91.25
PlasmaVault_0x43ee.sol,Ondo_0xfaba.sol,91.25
AdminUpgradeabilityProxy_0x2a3b.sol,PushOracleReceiverV2_0xce52.sol,91.25
ERC1967Proxy_0x09c3.sol,Proxy_0x6daf.sol,91.25
ERC1967Proxy_0x09c3.sol,Proxy_0x8769.sol,91.25
ERC1967Proxy_0x09c3.sol,Proxy_0x6a41.sol,91.25
Solver_0xae68.sol,SwapRouter02_0x68b3.sol,91.24
Proxy_0x4731.sol,VaultProxy_0x0e60.sol,91.24
FluidLiteVaultProxy_0x273d.sol,Proxy_0x6daf.sol,91.24
FluidLiteVaultProxy_0x273d.sol,Proxy_0x8769.sol,91.24
FluidLiteVaultProxy_0x273d.sol,Proxy_0x6a41.sol,91.24
PendleRouterV4_0x8888.sol,TransparentUpgradeableProxy_0x1c47.sol,91.24
ENA_0x57e1.sol,Proxy_0x4731.sol,91.23
PushOracleReceiverV2_0xce52.sol,ERC1967Proxy_0xb2ec.sol,91.23
SwapRouter02_0x68b3.sol,TransparentUpgradeableProxy_0x3d90.sol,91.23
PlasmaVault_0xc50b.sol,Bridgers_0xb685.sol,91.23
AggregationRouterV6_0x1111.sol,OffRamp_0x26d3.sol,91.22
Proxy_0x4731.sol,ERC1967Proxy_0xb2ec.sol,91.21
CumulativeMerkleDrop_0x1300.sol,SablierLockup_0xcf8c.sol,91.21
OffRamp_0x26d3.sol,ERC1967Proxy_0xf4e1.sol,91.21
Bridgers_0xb685.sol,AdminUpgradeabilityProxy_0x2a3b.sol,91.2
TransparentUpgradeableProxy_0x1a88.sol,SwapRouter02_0x68b3.sol,91.2
GravityTokenG_0x9c7b.sol,RelayDepository_0x4cd0.sol,91.2
Proxy_0x6a41.sol,YBToken_0x0179.sol,91.19
PushOracleReceiverV2_0xce52.sol,VaultProxy_0x0e60.sol,91.19
Proxy_0x6daf.sol,YBToken_0x0179.sol,91.19
SaharaToken_0xfdff.sol,UniversalRouter_0x66a9.sol,91.19
OffRamp_0x26d3.sol,GPv2Settlement_0x9008.sol,91.19
Proxy_0x8cd8.sol,SwapRouter02_0x68b3.sol,91.19
Proxy_0x8769.sol,YBToken_0x0179.sol,91.19
TransparentUpgradeableProxy_0x2ddd.sol,PushOracleReceiverV2_0xce52.sol,91.18
TransparentUpgradeableProxy_0x6c96.sol,PendleRouterV4_0x8888.sol,91.18
TransparentUpgradeableProxy_0x7623.sol,PushOracleReceiverV2_0xce52.sol,91.18
ERC1967Proxy_0x5c7b.sol,PushOracleReceiverV2_0xce52.sol,91.18
PushOracleReceiverV2_0xce52.sol,PENDLE_0x8085.sol,91.18
DelegationManager_0xdb9b.sol,MasterChefV3_0x556b.sol,91.18
TransparentUpgradeableProxy_0xda9c.sol,PushOracleReceiverV2_0xce52.sol,91.18
SwapRouter02_0x68b3.sol,GPv2Settlement_0x9008.sol,91.18
WLD_0x163f.sol,UniversalRouter_0x66a9.sol,91.17
TransparentUpgradeableProxy_0x1a88.sol,PendleRouterV4_0x8888.sol,91.17
GravityTokenG_0x9c7b.sol,YBToken_0x0179.sol,91.17
TransparentUpgradeableProxy_0x6874.sol,SwapRouter02_0x68b3.sol,91.16
EntryPoint_0x4337.sol,SwapRouter02_0x68b3.sol,91.16
Bridgers_0xb685.sol,MultiBankGroup_0x45e0.sol,91.16
PendleRouterV4_0x8888.sol,TransparentUpgradeableProxy_0x3d90.sol,91.15
Ondo_0xfaba.sol,CustodialWalletFactoryV2_0x5b61.sol,91.15
Mint_0xba19.sol,RelayDepository_0x4cd0.sol,91.15
AugustusV6_0x6a00.sol,TransparentUpgradeableProxy_0x3d90.sol,91.15
TransparentUpgradeableProxy_0x1a88.sol,AugustusV6_0x6a00.sol,91.14
Forwarder_0x6d5d.sol,OFTToken_0x84ea.sol,91.14
OFTToken_0x84ea.sol,SwapRouter02_0x68b3.sol,91.14
Ondo_0xfaba.sol,PeerToken_0x87ac.sol,91.14
TransparentUpgradeableProxy_0x1c47.sol,SwapRouter02_0x68b3.sol,91.13
TransparentUpgradeableProxy_0x7623.sol,PendleRouterV4_0x8888.sol,91.13
TransparentUpgradeableProxy_0x2ddd.sol,PendleRouterV4_0x8888.sol,91.13
TransparentUpgradeableProxy_0xda9c.sol,PendleRouterV4_0x8888.sol,91.13
ERC1967Proxy_0x5c7b.sol,PendleRouterV4_0x8888.sol,91.13
Predicter_0x71b7.sol,MasterChefV3_0x556b.sol,91.13
FluidLiteVaultProxy_0x273d.sol,Bridgers_0xb685.sol,91.12
CustodialWalletFactoryV2_0x5b61.sol,RelayDepository_0x4cd0.sol,91.12
OffRamp_0x26d3.sol,TransparentUpgradeableProxy_0x4867.sol,91.11
Rebalance_0x0ccb.sol,GlideDepositFactory_0x442b.sol,91.11
WFCAToken_0xae45.sol,AggregationRouterV6_0x1111.sol,91.11
OffRamp_0x26d3.sol,MultiBankGroup_0x45e0.sol,91.11
Rebalance_0x0ccb.sol,Forwarder_0x6d5d.sol,91.11
PENDLE_0x8085.sol,UniversalRouter_0x66a9.sol,91.11
Proxy_0x6a41.sol,WLD_0x163f.sol,91.1
Proxy_0x8769.sol,WLD_0x163f.sol,91.1
Proxy_0x6daf.sol,WLD_0x163f.sol,91.1
ERC1967Proxy_0x423d.sol,UniversalRouter_0x66a9.sol,91.1
CCTPv2WithExecutor_0xdd68.sol,PushOracleReceiverV2_0xce52.sol,91.1
PlasmaVault_0xc50b.sol,Ondo_0xfaba.sol,91.09
AugustusV6_0x6a00.sol,TransparentUpgradeableProxy_0xbca3.sol,91.08
AggregationRouterV6_0x1111.sol,RelayDepository_0x4cd0.sol,91.08
TransparentUpgradeableProxy_0x5aea.sol,AugustusV6_0x6a00.sol,91.08
ERC1967Proxy_0xe343.sol,AugustusV6_0x6a00.sol,91.08
ERC1967Proxy_0x0d9a.sol,AugustusV6_0x6a00.sol,91.08
TransparentUpgradeableProxy_0xd72a.sol,AugustusV6_0x6a00.sol,91.08
TransparentUpgradeableProxy_0x2e51.sol,SwapRouter02_0x68b3.sol,91.07
Proxy_0x4731.sol,TransparentUpgradeableProxy_0x4867.sol,91.07
TransparentUpgradeableProxy_0x2e51.sol,PendleRouterV4_0x8888.sol,91.07
PendleRouterV4_0x8888.sol,ERC1967Proxy_0x604d.sol,91.07
ERC1967Proxy_0xe343.sol,UniversalRouter_0x66a9.sol,91.06
TransparentUpgradeableProxy_0xd72a.sol,UniversalRouter_0x66a9.sol,91.06
TransparentUpgradeableProxy_0xf668.sol,UniversalRouter_0x66a9.sol,91.06
Rebalance_0x0ccb.sol,OFTToken_0x84ea.sol,91.06
TransparentUpgradeableProxy_0x7623.sol,SwapRouter02_0x68b3.sol,91.06
TransparentUpgradeableProxy_0xda9c.sol,SwapRouter02_0x68b3.sol,91.06
Bridgers_0xb685.sol,Rebalance_0x0ccb.sol,91.06
ERC1967Proxy_0x5c7b.sol,SwapRouter02_0x68b3.sol,91.06
MAKA_0x9ff7.sol,Ondo_0xfaba.sol,91.06
TransparentUpgradeableProxy_0x2ddd.sol,SwapRouter02_0x68b3.sol,91.06
TransparentUpgradeableProxy_0x5aea.sol,UniversalRouter_0x66a9.sol,91.06
ERC1967Proxy_0x0d9a.sol,UniversalRouter_0x66a9.sol,91.06
UniversalRouter_0x66a9.sol,ForwarderV4_0xb115.sol,91.06
PushOracleReceiverV2_0xce52.sol,WLD_0x163f.sol,91.06
TransparentUpgradeableProxy_0xbca3.sol,UniversalRouter_0x66a9.sol,91.06
ERC1967Proxy_0xf4e1.sol,MasterChefV3_0x556b.sol,91.04
CCTPv2WithExecutor_0xdd68.sol,UniversalRouter_0x66a9.sol,91.04
AggregationRouterV6_0x1111.sol,PushOracleReceiverV2_0xce52.sol,91.04
SeaDrop_0x0000.sol,MasterChefV3_0x556b.sol,91.03
Proxy_0x8769.sol,DexRouter_0x5e1f.sol,91.03
TransparentUpgradeableProxy_0x6c96.sol,SwapRouter02_0x68b3.sol,91.03
Proxy_0x6daf.sol,DexRouter_0x5e1f.sol,91.03
Permit2Proxy_0x89c6.sol,YBToken_0x0179.sol,91.03
DexRouter_0x5e1f.sol,Proxy_0x6a41.sol,91.03
PushOracleReceiverV2_0xce52.sol,ForwarderV4_0xb115.sol,91.02
Proxy_0x4731.sol,CustodialWalletFactoryV2_0x5b61.sol,91.02
PlasmaVault_0xc50b.sol,UniversalRouter_0x66a9.sol,91.02
WFCAToken_0xae45.sol,NonfungiblePositionManager_0xc364.sol,91.02
BeefyZapRouter_0x5cc9.sol,RelayDepository_0x4cd0.sol,91.02
ERC1967Proxy_0xb773.sol,PushOracleReceiverV2_0xce52.sol,91.01
RaveToken_0x1720.sol,Forwarder_0x6d5d.sol,91.01
CentralizedOracle_0x8681.sol,CustodialWalletFactoryV2_0x5b61.sol,91.01
AugustusV6_0x6a00.sol,VaultProxy_0x0e60.sol,91.0
ERC20Proxy_0x3335.sol,UniversalRouter_0x66a9.sol,91.0
MAKA_0x9ff7.sol,PushOracleReceiverV2_0xce52.sol,91.0
AugustusV6_0x6a00.sol,ERC1967Proxy_0x604d.sol,90.98
PushOracleReceiverV2_0xce52.sol,Solver_0xae68.sol,90.98
ERC1967Proxy_0xebf6.sol,AugustusV6_0x6a00.sol,90.98
ERC1967Proxy_0xee7a.sol,AugustusV6_0x6a00.sol,90.98
AugustusV6_0x6a00.sol,ERC1967Proxy_0x445f.sol,90.98
ERC1967Proxy_0xb773.sol,Proxy_0x4731.sol,90.97
TransparentUpgradeableProxy_0x2e51.sol,AugustusV6_0x6a00.sol,90.97
PendleRouterV4_0x8888.sol,TransparentUpgradeableProxy_0xf668.sol,90.97
OFTToken_0x84ea.sol,UniversalRouter_0x66a9.sol,90.97
UniversalRouter_0x66a9.sol,GPv2Settlement_0x9008.sol,90.96
RaveToken_0x1720.sol,SwapRouter02_0x68b3.sol,90.96
ERC1967Proxy_0x09c3.sol,Bridgers_0xb685.sol,90.95
AggregationRouterV6_0x1111.sol,Proxy_0x6daf.sol,90.95
SeaDrop_0x0000.sol,UniversalRouter_0x66a9.sol,90.95
AggregationRouterV6_0x1111.sol,Proxy_0x8769.sol,90.95
DelegationManager_0xdb9b.sol,UniversalRouter_0x66a9.sol,90.95
AggregationRouterV6_0x1111.sol,MasterChefV3_0x556b.sol,90.95
AggregationRouterV6_0x1111.sol,Proxy_0x6a41.sol,90.95
LidoExecutionLayerRewardsVault_0x388c.sol,AugustusV6_0x6a00.sol,90.94
TransparentUpgradeableProxy_0x1c47.sol,AugustusV6_0x6a00.sol,90.94
PlasmaVault_0xc50b.sol,SablierLockup_0xcf8c.sol,90.94
Forwarder_0x6d5d.sol,SwapRouter02_0x68b3.sol,90.94
Bridgers_0xb685.sol,NonfungiblePositionManager_0xc364.sol,90.94
DexRouter_0x5e1f.sol,RelayDepository_0x4cd0.sol,90.93
UniversalRouter_0x66a9.sol,TransparentUpgradeableProxy_0x3d90.sol,90.93
ERC1967Proxy_0x423d.sol,AugustusV6_0x6a00.sol,90.92
PushOracleReceiverV2_0xce52.sol,LidoExecutionLayerRewardsVault_0x388c.sol,90.92
TransparentUpgradeableProxy_0x1a88.sol,UniversalRouter_0x66a9.sol,90.92
DVN_0x589d.sol,UniversalRouter_0x66a9.sol,90.92
GravityTokenG_0x9c7b.sol,InterchainToken_0x516d.sol,90.91
ERC1967Proxy_0x626f.sol,ERC1967Proxy_0x445f.sol,90.91
Proxy_0x6daf.sol,CCTPv2WithExecutor_0xdd68.sol,90.91
CCTPv2WithExecutor_0xdd68.sol,Proxy_0x6a41.sol,90.91
ERC1967Proxy_0x626f.sol,ERC1967Proxy_0xee7a.sol,90.91
Proxy_0x8769.sol,CCTPv2WithExecutor_0xdd68.sol,90.91
ERC1967Proxy_0x626f.sol,ERC1967Proxy_0xebf6.sol,90.91
TransparentUpgradeableProxy_0xf668.sol,AugustusV6_0x6a00.sol,90.9
SablierLockup_0xcf8c.sol,VirtualToken_0x44ff.sol,90.9
RaveToken_0x1720.sol,Rebalance_0x0ccb.sol,90.9
Solver_0xae68.sol,MasterChefV3_0x556b.sol,90.9
CumulativeMerkleDrop_0x1300.sol,InterchainToken_0x516d.sol,90.9
PendleRouterV4_0x8888.sol,ERC1967Proxy_0xb2ec.sol,90.89
Forwarder_0x6d5d.sol,OffRamp_0x26d3.sol,90.89
TransparentUpgradeableProxy_0x2e51.sol,UniversalRouter_0x66a9.sol,90.89
AugustusV6_0x6a00.sol,ERC1967Proxy_0xb2ec.sol,90.89
MAKA_0x9ff7.sol,AugustusV6_0x6a00.sol,90.88
AdminUpgradeabilityProxy_0x2a3b.sol,UniversalRouter_0x66a9.sol,90.88
ERC1967Proxy_0xee7a.sol,PendleRouterV4_0x8888.sol,90.88
PendleRouterV4_0x8888.sol,ERC1967Proxy_0x445f.sol,90.88
GravityTokenG_0x9c7b.sol,Proxy_0x4731.sol,90.88
ERC1967Proxy_0xebf6.sol,PendleRouterV4_0x8888.sol,90.88
AugustusV6_0x6a00.sol,VirtualToken_0x44ff.sol,90.88
SwapRouter02_0x68b3.sol,ERC1967Proxy_0x604d.sol,90.86
TransparentUpgradeableProxy_0x6c96.sol,AugustusV6_0x6a00.sol,90.85
Proxy_0x4731.sol,ZKPToken_0xe1be.sol,90.85
SwapRouter02_0x68b3.sol,VaultProxy_0x0e60.sol,90.85
ERC1967Proxy_0xee7a.sol,SwapRouter02_0x68b3.sol,90.85
ERC1967Proxy_0xebf6.sol,SwapRouter02_0x68b3.sol,90.85
InterchainToken_0x516d.sol,OperatorRewarder_0x6613.sol,90.85
PENDLE_0x8085.sol,AugustusV6_0x6a00.sol,90.85
ERC1967Proxy_0x423d.sol,PendleRouterV4_0x8888.sol,90.85
SwapRouter02_0x68b3.sol,ERC1967Proxy_0x445f.sol,90.85
InterchainToken_0x516d.sol,Permit2Proxy_0x89c6.sol,90.84
Ondo_0xfaba.sol,MetaBridge_0x0439.sol,90.84
DexRouter_0x5e1f.sol,Forwarder_0x6d5d.sol,90.84
AccountantWithRateProviders_0x78e3.sol,OFTToken_0x84ea.sol,90.84
FluidLiteVaultProxy_0x273d.sol,OffRamp_0x26d3.sol,90.83
Proxy_0x6daf.sol,ForwarderV4_0xb115.sol,90.83
RaveToken_0x1720.sol,UniversalRouter_0x66a9.sol,90.83
Proxy_0x6a41.sol,ForwarderV4_0xb115.sol,90.83
Proxy_0x8769.sol,ForwarderV4_0xb115.sol,90.83
MultiBankGroup_0x45e0.sol,AugustusV6_0x6a00.sol,90.82
AccountantWithRateProviders_0x78e3.sol,SablierLockup_0xcf8c.sol,90.82
Proxy_0x4731.sol,Permit2Proxy_0x89c6.sol,90.82
Rebalance_0x0ccb.sol,Ondo_0xfaba.sol,90.82
Proxy_0x4731.sol,ENSToken_0xc183.sol,90.81
SablierLockup_0xcf8c.sol,MetaBridge_0x0439.sol,90.8
AccountantWithRateProviders_0x78e3.sol,RaveToken_0x1720.sol,90.8
TransparentUpgradeableProxy_0x6874.sol,AugustusV6_0x6a00.sol,90.8
SeaDrop_0x0000.sol,AugustusV6_0x6a00.sol,90.8
WFCAToken_0xae45.sol,GPv2Settlement_0x9008.sol,90.79
AccountantWithRateProviders_0x78e3.sol,MasterChefV3_0x556b.sol,90.78
ERC1967Proxy_0x626f.sol,ERC1967Proxy_0x423d.sol,90.78
EntryPoint_0x4337.sol,UniversalRouter_0x66a9.sol,90.78
ENA_0x57e1.sol,CentralizedOracle_0x8681.sol,90.78
SwapRouter02_0x68b3.sol,ERC1967Proxy_0xb2ec.sol,90.78
TransparentUpgradeableProxy_0x1a88.sol,Ondo_0xfaba.sol,90.78
DexRouter_0x5e1f.sol,MasterChefV3_0x556b.sol,90.76
SaharaToken_0xfdff.sol,RelayDepository_0x4cd0.sol,90.76
PendleRouterV4_0x8888.sol,TransparentUpgradeableProxy_0x4867.sol,90.76
GamerCoin_0x728f.sol,RelayDepository_0x4cd0.sol,90.75
TransparentUpgradeableProxy_0x1c47.sol,UniversalRouter_0x66a9.sol,90.75
ERC20Proxy_0x3335.sol,RelayDepository_0x4cd0.sol,90.75
Proxy_0x8769.sol,NonfungiblePositionManager_0xc364.sol,90.74
Proxy_0x6daf.sol,NonfungiblePositionManager_0xc364.sol,90.74
AdminUpgradeabilityProxy_0x2a3b.sol,PendleRouterV4_0x8888.sol,90.74
PeerToken_0x87ac.sol,RelayDepository_0x4cd0.sol,90.74
Proxy_0x6a41.sol,NonfungiblePositionManager_0xc364.sol,90.74
SaharaToken_0xfdff.sol,Ondo_0xfaba.sol,90.74
PushOracleReceiverV2_0xce52.sol,OFTToken_0x84ea.sol,90.73
PushOracleReceiverV2_0xce52.sol,ERC1967Proxy_0xf4e1.sol,90.73
BeefyZapRouter_0x5cc9.sol,SablierLockup_0xcf8c.sol,90.73
AugustusV6_0x6a00.sol,ForwarderV4_0xb115.sol,90.73
Proxy_0x4731.sol,UltimateTokenOwnable_0x464d.sol,90.72
AggregationRouterV6_0x1111.sol,Bridgers_0xb685.sol,90.72
TransparentUpgradeableProxy_0x6874.sol,UniversalRouter_0x66a9.sol,90.72
Forwarder_0x6d5d.sol,MasterChefV3_0x556b.sol,90.7
OffRamp_0x26d3.sol,SwapRouter02_0x68b3.sol,90.7
Proxy_0x8cd8.sol,OffRamp_0x26d3.sol,90.7
CCTPv2WithExecutor_0xdd68.sol,AugustusV6_0x6a00.sol,90.69
ERC1967Proxy_0xb773.sol,AugustusV6_0x6a00.sol,90.69
Ondo_0xfaba.sol,MultiBankGroup_0x45e0.sol,90.69
ERC1967Proxy_0xb773.sol,PendleRouterV4_0x8888.sol,90.67
MAKA_0x9ff7.sol,InterchainToken_0x516d.sol,90.67
Proxy_0x4731.sol,ERC1967Proxy_0xf4e1.sol,90.67
InterchainToken_0x516d.sol,VirtualToken_0x44ff.sol,90.67
UltimateTokenOwnable_0x464d.sol,CentralizedOracle_0x8681.sol,90.67
Ondo_0xfaba.sol,WLD_0x163f.sol,90.67
TransparentUpgradeableProxy_0x4867.sol,MasterChefV3_0x556b.sol,90.66
TransparentUpgradeableProxy_0x6c96.sol,UniversalRouter_0x66a9.sol,90.66
NonfungiblePositionManager_0xc364.sol,GlideDepositFactory_0x442b.sol,90.64
Ondo_0xfaba.sol,TransparentUpgradeableProxy_0xd72a.sol,90.64
Ondo_0xfaba.sol,TransparentUpgradeableProxy_0xbca3.sol,90.64
ERC1967Proxy_0xe343.sol,Ondo_0xfaba.sol,90.64
Ondo_0xfaba.sol,TransparentUpgradeableProxy_0x5aea.sol,90.64
ERC1967Proxy_0x0d9a.sol,Ondo_0xfaba.sol,90.64
EntryPoint_0x4337.sol,Ondo_0xfaba.sol,90.64
WLD_0x163f.sol,AugustusV6_0x6a00.sol,90.63
ERC1967Proxy_0x626f.sol,TransparentUpgradeableProxy_0x3d90.sol,90.63
PushOracleReceiverV2_0xce52.sol,NonfungiblePositionManager_0xc364.sol,90.63
CentralizedOracle_0x8681.sol,OperatorRewarder_0x6613.sol,90.63
TransparentUpgradeableProxy_0x7623.sol,UniversalRouter_0x66a9.sol,90.62
TransparentUpgradeableProxy_0xda9c.sol,UniversalRouter_0x66a9.sol,90.62
Bridgers_0xb685.sol,Predicter_0x71b7.sol,90.62
TransparentUpgradeableProxy_0x2ddd.sol,UniversalRouter_0x66a9.sol,90.62
ERC1967Proxy_0x5c7b.sol,UniversalRouter_0x66a9.sol,90.62
CumulativeMerkleDrop_0x1300.sol,Proxy_0x4731.sol,90.62
FluidLiteVaultProxy_0x273d.sol,ERC1967Proxy_0x626f.sol,90.62
Transfers_0x1fa5.sol,SablierLockup_0xcf8c.sol,90.61
YBToken_0x0179.sol,OperatorRewarder_0x6613.sol,90.61
Ondo_0xfaba.sol,VirtualToken_0x44ff.sol,90.61
ERC20Proxy_0x3335.sol,SablierLockup_0xcf8c.sol,90.61
Ondo_0xfaba.sol,ERC1967Proxy_0x604d.sol,90.61
AdminUpgradeabilityProxy_0x2a3b.sol,AugustusV6_0x6a00.sol,90.6
Bridgers_0xb685.sol,TransparentUpgradeableProxy_0x4867.sol,90.6
LidoExecutionLayerRewardsVault_0x388c.sol,Ondo_0xfaba.sol,90.6
Ondo_0xfaba.sol,TransparentUpgradeableProxy_0x1c47.sol,90.59
ERC1967Proxy_0xe343.sol,SablierLockup_0xcf8c.sol,90.59
SablierLockup_0xcf8c.sol,TransparentUpgradeableProxy_0xbca3.sol,90.59
WFCAToken_0xae45.sol,GlideDepositFactory_0x442b.sol,90.59
ERC1967Proxy_0x0d9a.sol,SablierLockup_0xcf8c.sol,90.59
Ondo_0xfaba.sol,TransparentUpgradeableProxy_0x3d90.sol,90.59
InterchainToken_0x516d.sol,GamerCoin_0x728f.sol,90.59
SablierLockup_0xcf8c.sol,TransparentUpgradeableProxy_0xd72a.sol,90.59
TransparentUpgradeableProxy_0x5aea.sol,SablierLockup_0xcf8c.sol,90.59
ZKPToken_0xe1be.sol,YBToken_0x0179.sol,90.59
ERC1967Proxy_0x5c7b.sol,AugustusV6_0x6a00.sol,90.58
ShiroToken_0xb0ac.sol,RelayDepository_0x4cd0.sol,90.58
TransparentUpgradeableProxy_0xda9c.sol,AugustusV6_0x6a00.sol,90.58
TransparentUpgradeableProxy_0x2ddd.sol,AugustusV6_0x6a00.sol,90.58
TransparentUpgradeableProxy_0x7623.sol,AugustusV6_0x6a00.sol,90.58
SablierLockup_0xcf8c.sol,TransparentUpgradeableProxy_0x3d90.sol,90.58
PendleRouterV4_0x8888.sol,VaultProxy_0x0e60.sol,90.57
AccountantWithRateProviders_0x78e3.sol,SwapRouter02_0x68b3.sol,90.57
ERC1967Proxy_0xb773.sol,SwapRouter02_0x68b3.sol,90.57
ERC1967Proxy_0x626f.sol,TransparentUpgradeableProxy_0xf668.sol,90.57
ShiroToken_0xb0ac.sol,SablierLockup_0xcf8c.sol,90.57
ERC1967Proxy_0xf4e1.sol,AugustusV6_0x6a00.sol,90.57
ERC1967Proxy_0x423d.sol,SablierLockup_0xcf8c.sol,90.56
TransparentUpgradeableProxy_0x1a88.sol,SablierLockup_0xcf8c.sol,90.56
UltimateTokenOwnable_0x464d.sol,RelayDepository_0x4cd0.sol,90.55
ERC1967Proxy_0xebf6.sol,Ondo_0xfaba.sol,90.54
OffRamp_0x26d3.sol,UniversalRouter_0x66a9.sol,90.54
ERC1967Proxy_0xee7a.sol,Ondo_0xfaba.sol,90.54
RaveToken_0x1720.sol,PushOracleReceiverV2_0xce52.sol,90.54
Ondo_0xfaba.sol,ERC1967Proxy_0x445f.sol,90.54
YBToken_0x0179.sol,ENSToken_0xc183.sol,90.54
DVN_0x589d.sol,RelayDepository_0x4cd0.sol,90.53
InterchainToken_0x516d.sol,CustodialWalletFactoryV2_0x5b61.sol,90.52
ERC1967Proxy_0xee7a.sol,UniversalRouter_0x66a9.sol,90.52
UniversalRouter_0x66a9.sol,VaultProxy_0x0e60.sol,90.52
ERC1967Proxy_0xebf6.sol,UniversalRouter_0x66a9.sol,90.52
LidoExecutionLayerRewardsVault_0x388c.sol,SablierLockup_0xcf8c.sol,90.52
AugustusV6_0x6a00.sol,GPv2Settlement_0x9008.sol,90.52
UniversalRouter_0x66a9.sol,ERC1967Proxy_0x445f.sol,90.52
AugustusV6_0x6a00.sol,GlideDepositFactory_0x442b.sol,90.51
Rebalance_0x0ccb.sol,OffRamp_0x26d3.sol,90.5
PushOracleReceiverV2_0xce52.sol,GPv2Settlement_0x9008.sol,90.5
Proxy_0x4731.sol,PENDLE_0x8085.sol,90.5
SeaDrop_0x0000.sol,SablierLockup_0xcf8c.sol,90.5
CumulativeMerkleDrop_0x1300.sol,CentralizedOracle_0x8681.sol,90.5
Mint_0xba19.sol,CentralizedOracle_0x8681.sol,90.5
Ondo_0xfaba.sol,TransparentUpgradeableProxy_0x6874.sol,90.49
TransparentUpgradeableProxy_0x4867.sol,SwapRouter02_0x68b3.sol,90.49
Bridgers_0xb685.sol,SeaDrop_0x0000.sol,90.49
SablierLockup_0xcf8c.sol,TransparentUpgradeableProxy_0xf668.sol,90.49
WFCAToken_0xae45.sol,OFTToken_0x84ea.sol,90.49
